timestamp,close,high,low,open,volume
2025-10-22 13:30:00+00:00,182.1300048828125,182.13800048828125,180.2899932861328,181.1300048828125,11166331
2025-10-22 13:45:00+00:00,182.67999267578125,183.44000244140625,181.8800048828125,182.14939880371094,9459931
2025-10-22 14:00:00+00:00,181.88999938964844,183.1199951171875,181.86000061035156,182.6699981689453,6096725
2025-10-22 14:15:00+00:00,180.3968963623047,182.11000061035156,180.38999938964844,181.88999938964844,7463167
2025-10-22 14:30:00+00:00,179.56829833984375,180.88999938964844,179.3751983642578,180.4199981689453,10753414
2025-10-22 14:45:00+00:00,180.68499755859375,180.75999450683594,179.32000732421875,179.56500244140625,7293792
2025-10-22 15:00:00+00:00,180.14999389648438,180.7259063720703,179.8800048828125,180.69000244140625,4896100
2025-10-22 15:15:00+00:00,178.87010192871094,180.4512939453125,178.7899932861328,180.13999938964844,6182706
2025-10-22 15:30:00+00:00,178.76499938964844,178.9600067138672,177.89999389648438,178.89999389648438,7616780
2025-10-22 15:45:00+00:00,179.47999572753906,179.7100067138672,178.72000122070312,178.76499938964844,4892780
2025-10-22 16:00:00+00:00,179.72000122070312,179.89999389648438,179.11000061035156,179.47000122070312,3759345
2025-10-22 16:15:00+00:00,179.22000122070312,179.9600067138672,179.20089721679688,179.72999572753906,2921941
2025-10-22 16:30:00+00:00,178.4199981689453,179.4387969970703,177.7899932861328,179.22000122070312,7983328
2025-10-22 16:45:00+00:00,178.7899932861328,179.2899932861328,178.2100067138672,178.4199981689453,3516265
2025-10-22 17:00:00+00:00,178.05499267578125,179.0,178.02999877929688,178.77000427246094,3262533
2025-10-22 17:15:00+00:00,177.69000244140625,178.22000122070312,177.22999572753906,178.05999755859375,5012939
2025-10-22 17:30:00+00:00,177.26409912109375,177.9499969482422,177.07000732421875,177.67999267578125,3759620
2025-10-22 17:45:00+00:00,177.5570068359375,177.75,176.77000427246094,177.27000427246094,4549894
2025-10-22 18:00:00+00:00,177.33999633789062,178.02000427246094,177.3300018310547,177.55499267578125,4626710
2025-10-22 18:15:00+00:00,177.7050018310547,178.04600524902344,176.93409729003906,177.32000732421875,4803615
2025-10-22 18:30:00+00:00,178.4033966064453,178.55999755859375,177.58999633789062,177.69000244140625,3958118
2025-10-22 18:45:00+00:00,178.87010192871094,178.89999389648438,178.30999755859375,178.39999389648438,3366750
2025-10-22 19:00:00+00:00,179.13999938964844,179.5,178.63009643554688,178.875,4516375
2025-10-22 19:15:00+00:00,179.47669982910156,179.6300048828125,179.1300048828125,179.1300048828125,3428824
2025-10-22 19:30:00+00:00,179.81649780273438,180.13999938964844,179.4600067138672,179.47999572753906,4681300
2025-10-22 19:45:00+00:00,180.2899932861328,180.38999938964844,179.6699981689453,179.8300018310547,6602133
2025-10-23 13:30:00+00:00,180.0800018310547,180.7899932861328,179.79010009765625,180.375,12689759
2025-10-23 13:45:00+00:00,181.3350067138672,181.60499572753906,180.0800018310547,180.0800018310547,8173324
2025-10-23 14:00:00+00:00,180.98019409179688,181.38999938964844,180.6199951171875,181.35000610351562,5254493
2025-10-23 14:15:00+00:00,181.58009338378906,181.75999450683594,180.6199951171875,180.97999572753906,5646164
2025-10-23 14:30:00+00:00,181.51499938964844,182.07000732421875,181.22500610351562,181.5800018310547,4471322
2025-10-23 14:45:00+00:00,182.2949981689453,182.3249969482422,181.3000030517578,181.52000427246094,4654268
2025-10-23 15:00:00+00:00,182.05999755859375,182.39999389648438,181.97999572753906,182.2899932861328,3784349
2025-10-23 15:15:00+00:00,181.9949951171875,182.06500244140625,181.57000732421875,182.0500030517578,3373130
2025-10-23 15:30:00+00:00,181.4600067138672,182.4398956298828,181.35409545898438,182.0,3455343
2025-10-23 15:45:00+00:00,182.1199951171875,182.5,181.4199981689453,181.46499633789062,3194521
2025-10-23 16:00:00+00:00,182.11590576171875,182.27999877929688,181.8800048828125,182.11000061035156,2070570
2025-10-23 16:15:00+00:00,181.82000732421875,182.19000244140625,181.69500732421875,182.11500549316406,1858254
2025-10-23 16:30:00+00:00,181.83999633789062,181.99819946289062,181.6999969482422,181.82000732421875,1738322
2025-10-23 16:45:00+00:00,182.00999450683594,182.08999633789062,181.67999267578125,181.83999633789062,3125087
2025-10-23 17:00:00+00:00,182.14999389648438,182.2899932861328,181.57000732421875,182.00999450683594,2590574
2025-10-23 17:15:00+00:00,181.78500366210938,182.2006072998047,181.74000549316406,182.1699981689453,1779424
2025-10-23 17:30:00+00:00,182.53500366210938,182.6699981689453,181.7440948486328,181.77999877929688,3088267
2025-10-23 17:45:00+00:00,182.52000427246094,182.64999389648438,182.4600067138672,182.5399932861328,2291840
2025-10-23 18:00:00+00:00,182.4145965576172,182.54849243164062,182.2550048828125,182.52999877929688,2234859
2025-10-23 18:15:00+00:00,182.7100067138672,182.9409942626953,182.32000732421875,182.4199981689453,2715507
2025-10-23 18:30:00+00:00,182.77999877929688,182.88999938964844,182.64999389648438,182.7100067138672,1860121
2025-10-23 18:45:00+00:00,182.93499755859375,183.02000427246094,182.6699981689453,182.78500366210938,2494996
2025-10-23 19:00:00+00:00,182.88999938964844,183.02999877929688,182.69000244140625,182.94000244140625,2846419
2025-10-23 19:15:00+00:00,182.78500366210938,182.9199981689453,182.65499877929688,182.8896942138672,2432684
2025-10-23 19:30:00+00:00,182.3699951171875,182.7899932861328,182.35000610351562,182.78500366210938,2615913
2025-10-23 19:45:00+00:00,182.1999969482422,182.4600067138672,181.8800048828125,182.375,5967692
2025-10-24 13:30:00+00:00,185.66000366210938,186.02999877929688,183.5,183.8350067138672,19358668
2025-10-24 13:45:00+00:00,185.5399932861328,185.99000549316406,185.0699005126953,185.6999969482422,6525927
2025-10-24 14:00:00+00:00,184.67999267578125,185.67999267578125,184.5800018310547,185.55999755859375,6515584
2025-10-24 14:15:00+00:00,184.61500549316406,184.8325958251953,184.2700958251953,184.69000244140625,5013574
2025-10-24 14:30:00+00:00,185.31849670410156,185.3258056640625,184.3300018310547,184.60000610351562,4638720
2025-10-24 14:45:00+00:00,184.85499572753906,185.52999877929688,184.39999389648438,185.32000732421875,4657375
2025-10-24 15:00:00+00:00,184.67990112304688,184.86500549316406,184.52999877929688,184.86000061035156,2933860
2025-10-24 15:15:00+00:00,185.19000244140625,185.4250030517578,184.6750030517578,184.6750030517578,4127093
2025-10-24 15:30:00+00:00,185.2949981689453,185.48989868164062,185.08999633789062,185.19000244140625,2906804
2025-10-24 15:45:00+00:00,185.3300018310547,185.60000610351562,185.08999633789062,185.2949981689453,3288802
2025-10-24 16:00:00+00:00,185.2707061767578,185.4199981689453,185.1199951171875,185.32530212402344,2485700
2025-10-24 16:15:00+00:00,185.08999633789062,185.3997039794922,185.0800018310547,185.27000427246094,2334863
2025-10-24 16:30:00+00:00,185.14500427246094,185.2454071044922,184.9199981689453,185.08999633789062,2330945
2025-10-24 16:45:00+00:00,185.1750030517578,185.39999389648438,185.08070373535156,185.14500427246094,1882473
2025-10-24 17:00:00+00:00,184.94000244140625,185.1999053955078,184.9250030517578,185.16000366210938,1918318
2025-10-24 17:15:00+00:00,185.0,185.17999267578125,184.89999389648438,184.9499969482422,1565198
2025-10-24 17:30:00+00:00,185.37989807128906,185.47000122070312,184.99009704589844,185.00999450683594,2223516
2025-10-24 17:45:00+00:00,185.48500061035156,185.64999389648438,185.30999755859375,185.3800048828125,2682323
2025-10-24 18:00:00+00:00,185.5050048828125,185.60000610351562,185.36000061035156,185.4801025390625,2102610
2025-10-24 18:15:00+00:00,185.27499389648438,185.5679931640625,185.25,185.52000427246094,2310649
2025-10-24 18:30:00+00:00,185.0841064453125,185.2899932861328,185.0800018310547,185.27000427246094,2422244
2025-10-24 18:45:00+00:00,185.8000030517578,185.8000030517578,185.01499938964844,185.08799743652344,3904775
2025-10-24 19:00:00+00:00,186.86000061035156,186.8800048828125,185.7801055908203,185.8000030517578,8275993
2025-10-24 19:15:00+00:00,186.91000366210938,187.47000122070312,186.83799743652344,186.85499572753906,7010126
2025-10-24 19:30:00+00:00,186.78500366210938,187.0,186.5800018310547,186.91000366210938,4901464
2025-10-24 19:45:00+00:00,186.25999450683594,186.7899932861328,186.06500244140625,186.77999877929688,9907344
2025-10-27 13:30:00+00:00,190.97000122070312,191.1699981689453,189.75,189.97999572753906,20687638
2025-10-27 13:45:00+00:00,191.05999755859375,191.27000427246094,190.38999938964844,190.97500610351562,7715566
2025-10-27 14:00:00+00:00,190.17990112304688,191.11000061035156,189.5399932861328,191.05499267578125,8594218
2025-10-27 14:15:00+00:00,189.8800048828125,190.22000122070312,188.43179321289062,190.1699981689453,10164438
2025-10-27 14:30:00+00:00,190.52499389648438,190.6699981689453,189.6999969482422,189.8800048828125,6267582
2025-10-27 14:45:00+00:00,190.30450439453125,190.69000244140625,190.1999969482422,190.5399932861328,4113816
2025-10-27 15:00:00+00:00,191.13009643554688,191.13999938964844,190.24000549316406,190.30999755859375,5387706
2025-10-27 15:15:00+00:00,190.92449951171875,191.47000122070312,190.75010681152344,191.13999938964844,4956945
2025-10-27 15:30:00+00:00,190.98550415039062,191.25,190.72149658203125,190.92410278320312,3441388
2025-10-27 15:45:00+00:00,190.875,191.13999938964844,190.79010009765625,190.98500061035156,2780784
2025-10-27 16:00:00+00:00,190.9550018310547,191.0850067138672,190.7949981689453,190.8800048828125,4143204
2025-10-27 16:15:00+00:00,190.9250030517578,191.10000610351562,190.86239624023438,190.9550018310547,2453512
2025-10-27 16:30:00+00:00,190.9149932861328,191.08999633789062,190.77999877929688,190.92999267578125,2231211
2025-10-27 16:45:00+00:00,191.4741973876953,191.49000549316406,190.80999755859375,190.9149932861328,2905285
2025-10-27 17:00:00+00:00,191.49000549316406,191.67999267578125,191.3000030517578,191.4700927734375,3668261
2025-10-27 17:15:00+00:00,191.3341064453125,191.77499389648438,191.19000244140625,191.47999572753906,3475671
2025-10-27 17:30:00+00:00,191.22000122070312,191.4499969482422,191.01499938964844,191.3350067138672,2996428
